Location,Other Location Details,Size,Bedrooms,Bathrooms,Price,Property Type,Purchase Type
Nyari,Westlands,None,5,6,600000,House,Rent
Brookside,Westlands,None,4,4,350000,House,Rent
Runda,Westlands,None,5,5,450000,House,Rent
Riverside Drive,"Riverside, Westlands",None,4,5,250000,House,Rent
area,"Hardy, Karen",None,4,4,220000,House,Rent
Muthaiga,,None,4,4,520000,House,Rent
Loresho,Westlands,None,2,2,180000,House,Rent
Road,"Miotoni, Karen",None,5,5,420000,House,Rent
Karen,,None,2,2,170000,House,Rent
O,Karen,None,3,3,220000,House,Rent
Karen,,None,7,7,850000,House,Rent
Karen,,None,5,5,350000,House,Rent
O,Karen,None,6,6,400000,House,Rent
O,Karen,None,4,4,380000,House,Rent
Tatu City,Ruiru,None,4,4,195000,House,Rent
Off Chalbi Drive,Lavington,None,6,5,250000,House,Rent
Tigoni,Limuru,None,2,2,200000,House,Rent
WE,"Runda, Westlands",None,3,3,350000,House,Rent
Lavington,,None,4,5,250000,House,Rent
Lavington,,None,6,6,250000,House,Rent
Lavington,,None,5,6,650000,House,Rent
Lavington,,None,5,5,450000,House,Rent
01,"lavington, Lavington",None,4,4,450000,House,Rent
Kiambu Road,,None,4,5,160000,House,Rent
Runda,Westlands,None,4,4,580000,House,Rent
Runda,Westlands,None,6,6,900000,House,Rent
Kitisuru,Westlands,None,4,4,630000,House,Rent
Kitisuru,Westlands,None,5,5,500000,House,Rent
Nyali Mombasa,"Nyali, Nyali Area",None,5,6,350000,House,Rent
O,Lavington,None,5,5,650000,House,Rent
O,"Kisembe, Karen",None,5,5,350000,House,Rent
Runda,Westlands,None,4,4,300000,House,Rent
Grevillea grove,"Westlands Area, Westlands",470 m²,4,4,350000,House,Rent
Gigiri,Westlands,None,2,2,350000,House,Rent
Runda,Westlands,None,4,4,520000,House,Rent
Kitisuru rd,"Kitisuru, Westlands",600 m²,6,6,500000,House,Rent
Lake view,"Lake View, Westlands",None,4,4,350000,House,Rent
Runda,Westlands,None,5,5,520000,House,Rent
Kiambu Road,,250 m²,3,4,230000,House,Rent
151,"Tala rd, Runda, Westlands",None,4,6,450000,House,Rent
Runda,Westlands,None,4,4,350000,House,Rent
01,"lavington, Lavington",None,5,5,380000,House,Rent
01,"lavington, Lavington",None,4,4,330000,House,Rent
01,"nyari, Nyari, Westlands",None,5,5,380000,House,Rent
Lavington green,"Maziwa, Lavington",None,4,2,300000,House,Rent
Kileleshwa,,None,5,5,350000,House,Rent
Rosslyn,Westlands,None,4,4,350000,House,Rent
Maziwa,"Lavington Green, Lavington",None,4,3,380000,House,Rent
Kiambu Road,,None,4,3,168000,House,Rent
Lavington,,None,4,4,250000,House,Rent
Lavington,,None,5,5,400000,House,Rent
Karen,,None,5,6,420000,House,Rent
Fivestar Paradise,Kiambu Road,None,4,3,230000,House,Rent
Kiserian,,450 m²,3,3,45000,House,Rent
Runda,Westlands,None,3,,250000,House,Rent
Lavington,,None,5,6,600000,House,Rent
Runda,Westlands,None,5,,350000,House,Rent
Runda,Westlands,None,6,6,500000,House,Rent
Karen,,None,6,6,500000,House,Rent
Runda,Westlands,None,5,5,360000,House,Rent
Runda,Westlands,None,5,5,500000,House,Rent
Runda,Westlands,None,4,4,450000,House,Rent
Runda,Westlands,None,4,4,350000,House,Rent
Runda,Westlands,None,4,4,350000,House,Rent
Runda,Westlands,None,4,4,400000,House,Rent
Rosslyn,Westlands,None,5,5,750000,House,Rent
Eastern ByPass,Ruiru,None,5,4,110000,House,Rent
Runda,Westlands,None,4,4,350000,House,Rent
Runda,Westlands,None,4,4,420000,House,Rent
Runda,Westlands,None,4,4,450000,House,Rent
Lavington,,None,5,4,350000,House,Rent
Panafric Avenue,"Runda, Westlands",1 ac,5,5,400000,House,Rent
Glory Road,"Runda, Westlands",2024 m²,4,4,450000,House,Rent
Muthaiga Road,Muthaiga,1 ac,4,4,500000,House,Rent
Runda,Westlands,None,1,1,100000,House,Rent
Karen,,700 m²,6,7,500000,House,Rent
lavington,"Riverside, Westlands",400 m²,5,6,300000,House,Rent
Lavington,,300 m²,5,6,330000,House,Rent
Riverside,Westlands,None,5,,300000,House,Rent
lavington,Lavington,None,4,3,250000,House,Rent
Lavington,,None,4,4,300000,House,Rent
Lavington,,None,6,8,650000,House,Rent
Rosslyn,Westlands,None,2,,140000,House,Rent
Karen,,3500 ft²,4,5,250000,House,Rent
Karen,,1800 ft²,2,3,80000,House,Rent
two rivers,"Gigiri, Westlands",None,4,4,350000,House,Rent
Karen,,None,6,6,500000,House,Rent
two rivers,"Gigiri, Westlands",None,4,4,350000,House,Rent
Lavington,,None,5,4,250000,House,Rent
Kiambu Road,,None,4,4,260000,House,Rent
Lavington,,None,5,4,250000,House,Rent
Karen,,400 m²,4,5,380000,House,Rent
Lavington,,None,4,4,250000,House,Rent
Runda,Westlands,400 m²,5,5,350000,House,Rent
Kilimani,,None,4,4,250000,House,Rent
Lavington shopping centre,Lavington,None,5,6,400000,House,Rent
Lavington,,None,4,4,250000,House,Rent
Loresho,Westlands,None,4,4,350000,House,Rent
Nyari,Westlands,None,5,5,600000,House,Rent
Lavington shopping centre,Lavington,None,5,6,400000,House,Rent
Ridgeways road,Ridgeways,400 m²,5,4,400000,House,Rent
2,"Off Ruaka Rd, Runda, Westlands",None,5,6,400000,House,Rent
Athi River,,None,3,,17000,House,Rent
Utange Mombasa,Bamburi,None,4,4,65000,House,Rent
Utange Mombasa,Bamburi,200 ft²,3,2,35000,House,Rent
Kilimani,,300 m²,4,4,230000,House,Rent
Nyari,Westlands,None,5,5,700000,House,Rent
Nyari,Westlands,None,5,5,600000,House,Rent
Kikuyu Town,Kikuyu,None,5,,80000,House,Rent
Kikuyu Town,Kikuyu,None,4,5,80000,House,Rent
Rosslyn,Westlands,None,5,,494000,House,Rent
Windsor,Roysambu,None,4,4,490000,House,Rent
Eastern ByPass,Ruiru,None,4,4,150000,House,Rent
Kiambu Road,,None,4,3,168000,House,Rent
Runda,Westlands,None,5,5,220000,House,Rent
Runda,Westlands,None,5,5,300000,House,Rent
Gigiri,Westlands,None,4,4,340000,House,Rent
Loresho,Westlands,None,4,4,350000,House,Rent
Nyari,Westlands,None,5,5,300000,House,Rent
Gigiri,Westlands,None,4,,550000,House,Rent
Kitisuru,Westlands,None,5,None,500000,House,Rent
Karen,,None,2,2,120000,House,Rent
Rosslyn,Westlands,None,5,6,495900,House,Rent
Lavington,,None,4,5,300000,House,Rent
Shanzu,,None,4,4,200000,House,Rent
Lavington,,None,5,5,420000,House,Rent
Kitisuru,Westlands,None,5,5,350000,House,Rent
Rosslyn,Westlands,None,1,1,120000,House,Rent
01,"Runda, Westlands",None,4,4,230000,House,Rent
Off Langata rd,Karen,550 m²,5,5,460000,House,Rent
01,"kitisuru, Kitisuru, Westlands",None,6,6,500000,House,Rent
Lower Kabete,Westlands,None,4,5,532000,House,Rent
01,"kiambu road, Kiambu Road",None,4,4,165000,House,Rent
01,"kiambu road, Kiambu Road",None,4,4,230000,House,Rent
Kitisuru,Westlands,480 m²,4,4,Price not found,House,Rent
Runda,Westlands,None,3,3,320000,House,Rent
01,"kitisuru, Kitisuru, Westlands",None,6,6,500000,House,Rent
Rosslyn,Westlands,None,5,6,600000,House,Rent
Kitisuru,Westlands,None,4,4,517002,House,Rent
Karen,,None,1,1,75000,House,Rent
Runda,Westlands,None,2,2,130000,House,Rent
01,"kiambu road, Runda, Westlands",None,4,4,230000,House,Rent
Runda,Westlands,None,5,5,350000,House,Rent
Ongata Rongai,,None,4,3,100000,House,Rent
Runda,Westlands,None,4,5,300000,House,Rent
Kitisuru,Westlands,None,5,5,375000,House,Rent
Lavington,,None,4,4,380000,House,Rent
Kyuna,Westlands,None,1,1,119000,House,Rent
Westlands Area,Westlands,None,4,5,350000,House,Rent
Gigiri,Westlands,None,4,4,580000,House,Rent
Rosslyn,Westlands,None,5,5,400000,House,Rent
Kiambu Road,,None,4,3,100000,House,Rent
Karen,,None,4,4,280000,House,Rent
67,"Kileleshwa Road, Kileleshwa",None,4,4,150000,House,Rent
Mt kenya road,"Nyali, Nyali Area",None,4,5,180000,House,Rent
Kiambu Road,,None,6,6,180000,House,Rent
01,"kitisuru, Kitisuru, Westlands",None,6,6,500000,House,Rent
Kitisuru,Westlands,1 m²,6,6,1000000,House,Rent
Kilimani,,None,2,2,110000,House,Rent
Old muthaiga Nairobi,Muthaiga,None,4,5,4500,House,Rent
Spring Valley,Westlands,None,2,2,260000,House,Rent
Spring Valley,Westlands,None,4,4,380000,House,Rent
Spring Valley,Westlands,None,5,5,330000,House,Rent
Spring Valley,Westlands,None,4,4,350000,House,Rent
456,"Mandera Road, Kileleshwa",None,5,5,200000,House,Rent
Utange,Bamburi,None,4,4,65000,House,Rent
60q,"Convent drive, Lavington",None,4,4,300000,House,Rent
Maziwa,"Lavington Green, Lavington",None,3,2,115000,House,Rent
Maziwa,"Lavington Green, Lavington",None,5,5,400000,House,Rent
Maziwa,"Lavington Green, Lavington",None,5,5,380000,House,Rent
Kilimani,,300 m²,4,3,220000,House,Rent
Runda,Westlands,None,5,,450000,House,Rent
Runda Nairobi,"Runda, Westlands",None,5,5,350000,House,Rent
Nyari central Nairobi,"Nyari, Westlands",None,6,7,5000,House,Rent
Rosslyn,Westlands,None,4,4,350000,House,Rent
Runda,Westlands,None,4,4,400000,House,Rent
Kitisuru,Westlands,None,3,3,450000,House,Rent
Runda,Westlands,None,5,5,500000,House,Rent
Gigiri,Westlands,None,3,3,450000,House,Rent
Runda,Westlands,None,5,5,350000,House,Rent
67,"Redhil Road, Nyari, Westlands",None,5,6,600000,House,Rent
Runda,Westlands,None,4,4,350000,House,Rent
Runda,Westlands,None,5,5,500000,House,Rent
0710J,"Kileleshwa Estate, Kileleshwa",None,4,4,150000,House,Rent
Lavington,,400 m²,5,6,430000,House,Rent
Runda,Westlands,None,4,4,450000,House,Rent
Ridgeways,,None,3,3,380000,House,Rent
Runda,Westlands,None,5,5,400000,House,Rent
Runda,Westlands,None,4,4,450000,House,Rent
Lavington,,None,5,5,450000,House,Rent
Lavington,,None,5,5,420000,House,Rent
Lavington,,None,4,4,250000,House,Rent
151,"Tala rd, Runda, Westlands",None,4,5,500000,House,Rent
O,Karen,None,4,4,400000,House,Rent
Runda,Westlands,None,5,,470000,House,Rent
Four-ways JUnction Kiambu Road,Kiambu Road,None,4,,170000,House,Rent
Kiambu Road,,None,5,5,320000,House,Rent
O,Karen,None,5,5,350000,House,Rent
O,Karen,None,4,4,380000,House,Rent
Runda,Westlands,None,4,4,350000,House,Rent
Ndege road,Karen,None,6,6,500000,House,Rent
Lavington,,None,5,5,400000,House,Rent
O,Karen,None,7,7,850000,House,Rent
Lenana,Kileleshwa,None,5,5,350000,House,Rent
Karen,,None,5,5,350000,House,Rent
O,Karen,None,5,5,350000,House,Rent
Karen,,None,4,4,380000,House,Rent
O,Karen,None,7,7,500000,House,Rent
Kitisuru,Westlands,None,6,,500000,House,Rent
Lenana,Kileleshwa,None,5,5,350000,House,Rent
Ndege road,Karen,None,7,7,600000,House,Rent
Gigiri,Westlands,None,4,4,250000,House,Rent
Ridgeways,,None,5,5,350000,House,Rent
90,"Ridgeways Road, Ridgeways",None,6,5,330000,House,Rent
Gigiri,Westlands,None,3,3,210000,House,Rent
89,"Garden Estate, Roysambu",None,3,3,150000,House,Rent
Runda,Westlands,None,6,6,450000,House,Rent
Gigiri,Westlands,None,3,3,420000,House,Rent
Gigiri,Westlands,None,5,5,350000,House,Rent
Gigiri,Westlands,None,4,4,400000,House,Rent
Two Rivers,"Rosslyn, Westlands",None,4,4,300000,House,Rent
merisho,Ongata Rongai,None,4,4,100000,House,Rent
Two Rivers,"Rosslyn, Westlands",None,4,4,300000,House,Rent
Spring valley,"Spring Valley, Westlands",None,5,5,715000,House,Rent
Nyari central Nairobi,"Nyari, Westlands",None,5,6,600000,House,Rent
Lavington,,None,5,,400000,House,Rent
Lavington,,None,4,3,300000,House,Rent
Nyari,Westlands,None,6,6,650000,House,Rent
Lavington,,None,4,4,300000,House,Rent
Nyali Mombasa,"Nyali Area, Nyali",None,4,3,100000,House,Rent
Kitisuru,Westlands,None,6,6,500000,House,Rent
Nyari,Westlands,None,6,7,600000,House,Rent
01,Redhill,None,4,4,110000,House,Rent
01,"kiambu road, Kiambu Road",None,4,4,230000,House,Rent
Runda,Westlands,None,5,5,500000,House,Rent
Nyari,Westlands,None,5,5,700000,House,Rent
Kitisuru,Westlands,None,4,4,420000,House,Rent
Kitisuru,Westlands,None,6,7,450000,House,Rent
Runda,Westlands,None,4,4,350000,House,Rent
Road,"Githogoro, Runda, Westlands",None,6,6,330000,House,Rent
Karen,,None,2,2,70000,House,Rent
Mimosa,"Runda, Westlands",None,2,2,250000,House,Rent
Miotoni,"Karen hub, Karen",None,4,4,380000,House,Rent
Lavington,,None,5,5,450000,House,Rent
Tigoni,Limuru,None,2,2,200000,House,Rent
Lavington,,None,5,5,270000,House,Rent
Thome,Roysambu,None,5,5,170000,House,Rent
09,"Natasha avenue, Runda, Westlands",None,2,2,150000,House,Rent
84,"Ruaka drive, Runda, Westlands",None,2,2,100000,House,Rent
945,"Mimosa Road, Runda, Westlands",None,3,3,150000,House,Rent
Runda,Westlands,2023 m²,4,4,350000,House,Rent
Nyali,"Nyali Mombasa, Nyali Area",4000 ft²,4,5,180000,House,Rent
Nyali,Nyali Area,3000 ft²,4,5,130000,House,Rent
Lavington,,None,3,3,120000,House,Rent
Lavington,,None,5,5,250000,House,Rent
Karen,,None,3,3,120000,House,Rent
Runda,Westlands,None,5,5,500000,House,Rent
Lavington,,None,5,5,290000,House,Rent
Lavington,,None,5,5,400000,House,Rent
Karen,,None,5,,350000,House,Rent
Lavington,,None,5,5,300000,House,Rent
Kiserian,,155 m²,3,3,35000,House,Rent
Lavington,,None,5,5,400000,House,Rent
Runda,Westlands,None,5,5,500000,House,Rent
Tate close,"Kitisuru, Westlands",None,5,5,400000,House,Rent
Brookside,Westlands,None,4,4,160000,House,Rent
Karen,,None,6,6,400000,House,Rent
Kiambu Road,,400 m²,4,5,250000,House,Rent
Lavington,,None,3,2,120000,House,Rent
Lavington,,None,3,2,120000,House,Rent
Lavington,,None,5,4,240000,House,Rent
Lavington,,None,3,3,250000,House,Rent
Lavington,,None,5,4,240000,House,Rent
Lavington,,None,5,5,450000,House,Rent
Off Limuru Rd,Muthaiga,137 m²,2,2,235000,House,Rent
Karen,,None,5,4,350000,House,Rent
01,"spring valley, Spring Valley, Westlands",None,5,5,430000,House,Rent
Runda,Westlands,None,4,4,350000,House,Rent
Westlands Area,Westlands,None,4,,240000,House,Rent
Lavington,,None,5,,350000,House,Rent
01,"kitisuru, Kitisuru, Westlands",None,5,5,380000,House,Rent
01,"gigiri, Gigiri, Westlands",None,5,5,400000,House,Rent
Runda,Westlands,None,2,2,270000,House,Rent
Lavington,,300 m²,5,6,450000,House,Rent
01,"lavington, Lavington",None,5,5,400000,House,Rent
Runda,Westlands,None,5,5,420000,House,Rent
Runda,Westlands,None,4,4,447000,House,Rent
Runda,Westlands,None,4,4,350000,House,Rent
Runda,Westlands,None,4,4,445000,House,Rent
Runda,Westlands,None,2,2,330000,House,Rent
889,"Natasha avenue, Runda, Westlands",None,3,4,260000,House,Rent
2,"Off Ruaka Rd, Runda, Westlands",None,4,5,300000,House,Rent
1,"Rosslyn lone tree estate rd, Rosslyn, Westlands",None,5,6,4300,House,Rent
Lavington,,None,6,4,450000,House,Rent
Karen,,None,4,5,350000,House,Rent
Spring valley,"Spring Valley, Westlands",None,5,5,320000,House,Rent
Karen,,None,2,2,170000,House,Rent
101,"lavington, Lavington",None,5,6,450000,House,Rent
Runda,Westlands,None,4,,450000,House,Rent
Runda,Westlands,None,4,4,300000,House,Rent
Kitisuru,"Old, Westlands",None,4,4,450000,House,Rent
Kyuna,Westlands,None,4,3,400000,House,Rent
NA,Lavington,None,3,2,120000,House,Rent
Kyuna,Westlands,None,4,4,350000,House,Rent
Spring Valley,Westlands,None,4,4,250000,House,Rent
Lavington,,None,5,5,600000,House,Rent
Runda,Westlands,None,5,6,390000,House,Rent
Gigiri,Westlands,None,3,3,460000,House,Rent
Runda,Westlands,None,4,5,450000,House,Rent
Muthangari drive,Lavington,None,4,4,270000,House,Rent
Karen,,500 m²,5,5,350000,House,Rent
Hillcrest road,Karen,None,7,7,850000,House,Rent
O,"miotoni road, Karen",None,5,5,450000,House,Rent
Lavington,,None,4,4,300000,House,Rent
Lavington Nairobi,Lavington,None,5,6,450000,House,Rent
Runda Nairobi,"Runda, Westlands",None,4,5,3000,House,Rent
Nyari central Nairobi,"Nyari, Westlands",None,5,6,460000,House,Rent
Runda Nairobi,"Runda, Westlands",None,5,6,500000,House,Rent
Lavington,,None,4,4,450000,House,Rent
O,Lavington,None,5,5,650000,House,Rent
South B,,None,4,1,100000,House,Rent
Karen,,None,4,4,350000,House,Rent
Karen,,None,5,5,350000,House,Rent
Kisembe,Karen,None,5,5,350000,House,Rent
Runda,Westlands,None,5,6,450000,House,Rent
Syokimau,,None,4,2,50000,House,Rent
Lavington,,None,4,2,350000,House,Rent
Lavington,,None,3,3,300000,House,Rent
Runda,Westlands,None,5,6,500000,House,Rent
Runda Nairobi,"Runda, Westlands",None,4,5,450000,House,Rent
Runda Nairobi,"Runda, Westlands",None,5,5,350000,House,Rent
Off peponi road,"Kitisuru, Westlands",None,4,5,700000,House,Rent
Runda,Westlands,None,4,5,450000,House,Rent
Runda,Westlands,None,5,6,350000,House,Rent
Nyari,Westlands,None,6,7,460000,House,Rent
Nyari,Westlands,None,6,6,642000,House,Rent
Karen Hardy,,None,5,6,300000,House,Rent
01,"Kiambu road, Runda, Westlands",None,4,4,230000,House,Rent
Lavington,,None,4,4,400000,House,Rent
Lavington,,None,5,5,400000,House,Rent
Matundu Lane near sabis,Kiambu Road,None,3,3,185000,House,Rent
903,"zagoretti, Runda, Westlands",None,2,3,85000,House,Rent
Karen,,None,4,4,350000,House,Rent
Runda,Westlands,2023 m²,3,3,250000,House,Rent
Runda,Westlands,2023 m²,6,6,280000,House,Rent
Old Kitisuru road,"Kitisuru, Westlands",600 m²,5,5,500000,House,Rent
Runda,Westlands,None,6,7,850000,House,Rent
Lavington,,None,6,6,600000,House,Rent
Kitisuru,Westlands,None,6,6,500000,House,Rent
Karen,,2026 m²,2,2,80000,House,Rent
Kiambu Road,,300 m²,4,5,215000,House,Rent
Ridgeways,,None,5,6,350000,House,Rent
Spring Valley,Westlands,None,4,4,380000,House,Rent
Spring Valley,Westlands,None,2,2,260000,House,Rent
Spring Valley,Westlands,None,5,5,350000,House,Rent
Hardy,Karen,None,10,10,500000,House,Rent
Karen,,None,5,5,350000,House,Rent
Spring Valley,Westlands,None,5,5,300000,House,Rent
Nyari,Westlands,5000 ft²,4,4,520000,House,Rent
Spring Valley,Westlands,None,4,4,400000,House,Rent
Lavington,,200 m²,3,3,250000,House,Rent
Lavington,,3897 m²,4,3,300000,House,Rent
Kileleshwa,,None,4,4,200000,House,Rent
Kilimani,,None,3,3,120000,House,Rent
Lavington,,None,4,4,450000,House,Rent
Runda,Westlands,4046 m²,5,5,850000,House,Rent
Runda,Westlands,4046 m²,5,5,500000,House,Rent
Runda,Westlands,2023 m²,4,4,500000,House,Rent
Kiambu Road,,None,3,3,200000,House,Rent
Kiambu Road,,None,4,4,250000,House,Rent
Kiambu Road,,None,4,4,350000,House,Rent
Kiambu Road,,None,4,4,140000,House,Rent
Kiambu Road,,None,4,4,280000,House,Rent
Kiambu Road,,None,3,3,200000,House,Rent
Kiambu Road,,None,4,4,200000,House,Rent
Kiambu Road,,None,4,4,300000,House,Rent
Kiambu Road,,None,4,4,200000,House,Rent
Runda,Westlands,None,5,5,500000,House,Rent
Kitisuru,Westlands,None,6,6,1400000,House,Rent
Kileleshwa,,None,4,4,200000,House,Rent
Ridgeways,,None,5,5,350000,House,Rent
Kiambu Road,,None,4,4,230000,House,Rent
Lower Kabete,Westlands,None,5,5,650000,House,Rent
Spring Valley,Westlands,None,5,6,1041120,House,Rent
Nyari,Westlands,None,5,5,585000,House,Rent
Rosslyn,Westlands,None,5,5,520000,House,Rent
Kiambu Road,,None,4,3,130000,House,Rent
Kiambu road,Kiambu Road,None,5,5,320000,House,Rent
Riverside drive Nairobi,"Riverside, Westlands",None,5,6,300000,House,Rent
01,"kiambu road, Runda, Westlands",None,4,4,230000,House,Rent
Karen,,700 m²,6,6,500000,House,Rent
Lavington,,None,4,4,270000,House,Rent
Lavington,,None,5,5,350000,House,Rent
Lavington,,None,5,5,400000,House,Rent
Lavington,,None,4,3,300000,House,Rent
Lavington,,None,5,5,450000,House,Rent
Lavington,,None,5,5,450000,House,Rent
Miotoni,Karen,400 m²,3,4,330000,House,Rent
Lavington,,397 m²,5,6,450000,House,Rent
Riverside,Westlands,399 m²,5,5,275000,House,Rent
Karen,,None,5,3,200000,House,Rent
Runda,Westlands,None,4,4,450000,House,Rent
Kileleshwa,,None,4,4,260000,House,Rent
Kitisuru Country Homes,"Kitisuru, Westlands",None,4,5,3000,House,Rent
Runda Drive,"Runda, Westlands",2024 m²,5,5,350000,House,Rent
Lavington,,None,3,3,250000,House,Rent
Spring Valley,Westlands,None,5,5,450000,House,Rent
Karen,,None,5,6,350000,House,Rent
Lavington,,None,4,4,260000,House,Rent
Runda,Westlands,None,6,6,500000,House,Rent
Mimosa rd,"Runda, Westlands",500 m²,6,6,450000,House,Rent
Gikambura,Kikuyu,None,4,4,70000,House,Rent
Lavington,,None,3,2,250000,House,Rent
19,"Riara Road, Kilimani",None,5,5,200000,House,Rent
14,"Riara Road, Lavington",None,5,5,200000,House,Rent
Lavington,,None,5,5,400000,House,Rent
Runda,Westlands,None,4,4,750000,House,Rent
Rosslyn,Westlands,None,5,5,620000,House,Rent
Gigiri,Westlands,None,4,4,580000,House,Rent
Riverside,Westlands,None,5,5,275000,House,Rent
Kileleshwa,,None,4,4,140000,House,Rent
Lavington,,None,5,5,400000,House,Rent
89,"Lavington Mall, Lavington",None,5,5,260000,House,Rent
Limuru Road,"Tigoni, Limuru",None,4,,268500,House,Rent
Kiambu Road,"Runda, Westlands",None,5,5,469876,House,Rent
Ongata Rongai,,None,2,1,16000,House,Rent
Runda,Westlands,None,5,5,350000,House,Rent
Jacaranda Brooke,Kiambu Road,None,2,1,85000,House,Rent
Gikambura,Kikuyu,None,4,5,75000,House,Rent
Spring Valley,Westlands,None,2,2,260000,House,Rent
Imara Daima,,None,3,1,35000,House,Rent
Runda,Westlands,None,4,5,450000,House,Rent
